name,image,calories,protein,carbs,fats,summary,key,Freezer Meals,Pressure Cooker Recipes,Keto Recipes,Vegetarian Meals,Low Carb,Meal Prep Recipes,Gluten Free,Paleo,Slow Cooker Recipes,Air Fryer,Under 30 Minutes,Whole 30 Recipes,Dairy Free,Kid Friendly,kitchen,link,W
Layered Potato Cups with Spring Herbs and Leeks,https://www.skinnytaste.com/wp-content/uploads/2021/03/Spring-Herbs-Leeks-Goat-Cheese-and-Potato-Cups-6-260x390.jpg,171.0,6.0,31.0,3.5,"These Layered Potato Cups with Spring Herbs and Leeks are made in a muffin tin, an impressive side dish for special occasions and great for portion control. Layered Potato...","Gluten Free,Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,0,0,0,1,mediterranean,http://www.skinnytaste.com/layered-potato-cups-with-spring-herbs/,0
Spicy Crunchy Tuna Tartare,https://www.skinnytaste.com/wp-content/uploads/2010/08/Spicy-Crunchy-Tuna-Tartare-6-260x390.jpg,197.6,18.6,7.9,10.3,"Spicy Crunchy Tuna Tartare is my favorite restaurant appetizer that’s so easy to make yourself and will impress your guests! Made with tuna, avocado and some panko for crunch....","Dairy Free,Gluten Free,Low Carb,Under 30 Minutes",0,0,0,0,1,0,1,0,0,0,1,0,1,0,asian,http://www.skinnytaste.com/spicy-crunchy-tuna-tartare/,0
One-Pot Chicken and Artichoke Cavatappi,https://www.skinnytaste.com/wp-content/uploads/2021/03/One-Pot-Chicken-and-Artichoke-Cavatappi-8-260x390.jpg,428.0,39.0,56.5,5.0,"This One-Pot Chicken and Artichoke Cavatappi with kale and sun-dried tomatoes, flavored with lemon juice, garlic, and oregano, is bursting with flavor. One-Pot Chicken and Artichoke Cavatappi The artichokes...",Under 30 Minutes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,italian,http://www.skinnytaste.com/one-pot-chicken-and-artichoke-cavatappi/,0
Spanakopita Baked Eggs,https://www.skinnytaste.com/wp-content/uploads/2021/03/SPANAKOPITA-26-260x390.jpg,198.0,15.0,13.5,11.0,"These Baked Eggs are inspired by the Greek spinach pie Spanakopita using the same flavorful spinach filling, only baked with eggs. Spanakopita Baked Eggs This Spanakopita Baked Egg dish...","Gluten Free,Keto Recipes,Low Carb,Vegetarian Meals,Whole 30 Recipes",0,0,1,1,1,0,1,0,0,0,0,1,0,0,mediterranean,http://www.skinnytaste.com/spanakopita-baked-eggs/,0
Cacio e Pepe Frittata with Cauliflower and Lemony Yogurt,https://www.skinnytaste.com/wp-content/uploads/2021/03/Cacio-e-Pepe-Frittata-9-260x390.jpg,277.0,20.0,5.5,18.5,"This Cacio e Pepe Frittata is a fun twist on the Italian pasta dish. Protein-packed with eggs, Parmesan cheese, roasted cauliflower and Greek yogurt to make it extra creamy...","Gluten Free,Low Carb,Meal Prep Recipes,Vegetarian Meals",0,0,0,1,1,1,1,0,0,0,0,0,0,0,italian,http://www.skinnytaste.com/cacio-e-pepe-frittata-with-cauliflower-and/,0
Hearts of Palm Noodle Peanut Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2021/03/Hearts-of-Palm-Noodle-Peanut-Stir-Fry-9-260x390.jpg,414.0,17.0,26.5,26.5,"This easy, vegetarian Hearts of Palm Noodle Peanut Stir Fry for one is made with a spicy peanut sauce, spinach, and egg – under 15 minutes and so good!...","Dairy Free,Gluten Free,Paleo,Under 30 Minutes,Vegetarian Meals,Whole 30 Recipes",0,0,0,1,0,0,1,1,0,0,1,1,1,0,asian,http://www.skinnytaste.com/hearts-of-palm-noodle-peanut-stir-fry/,0
Flaugnarde of Mixed Berries (Clafoutis),https://www.skinnytaste.com/wp-content/uploads/2011/08/Flaugnarde-of-Mixed-Berries-Clafoutis-6-260x390.jpg,167.5,4.4,33.0,2.3,"This warm berry custard called a Flaugnarde, similar to clafoutis, may sound fancy, but you won’t believe how easy it is to whip up! Flaugnarde of Mixed Berries (Clafoutis)...","Kid Friendly,Vegetarian Meals",0,0,0,1,0,0,0,0,0,0,0,0,0,1,french,http://www.skinnytaste.com/flaugnarde-of-mixed-berries-clafoutis/,0
High Protein Oat Waffles,https://www.skinnytaste.com/wp-content/uploads/2021/03/High-Protein-Waffles-10-260x390.jpg,121.0,8.5,12.0,4.5,"These high protein oat waffles are made with cottage cheese, oat flour and eggs. So good you’ll never make them any other way! High Protein Oat Waffles I’m obsessed...","Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,0,1,american,http://www.skinnytaste.com/high-protein-oat-waffles/,0
Pork Chops and Pears with Spicy Mustard Greens,https://www.skinnytaste.com/wp-content/uploads/2021/03/Pork-Chops-7-260x390.jpg,372.0,39.0,12.5,17.5,Juicy pork chops are topped with pears in an orange-sage sauce and served with spicy mustard greens for a healthy one-pan dinner. Pork Chops and Pears with Mustard Greens...,"Dairy Free,Gluten Free,Under 30 Minutes",0,0,0,0,0,0,1,0,0,0,1,0,1,0,mediterranean,http://www.skinnytaste.com/pork-chops-and-pears-with-spicy-mustard-greens/,0
Air Fryer Lobster Jalapeño Empanadas,https://www.skinnytaste.com/wp-content/uploads/2021/03/Air-Fryer-Lobster-Jalapeño-Empanadas-11-260x390.jpg,165.0,9.5,21.5,5.0,These spicy Air Fryer Lobster Jalapeño Empanadas are crispy and golden perfection without all the oil used in deep frying. Air Fryer Lobster Jalapeño Empanadas Empanadas bring me back...,"Air Fryer,Dairy Free,Kid Friendly,Under 30 Minutes",0,0,0,0,0,0,0,0,0,1,1,0,1,1,asian,http://www.skinnytaste.com/air-fryer-lobster-jalapeno-empanadas/,0
“Fried” Oreos,https://www.skinnytaste.com/wp-content/uploads/2021/03/Fried-Oreos-1-260x390.jpg,107.0,3.0,16.0,3.5,"These quick and easy, “Fried” Oreos made with protein pancake batter and Oreo Thins are the perfect light treat when you’re craving something sweet! “Fried” Oreos I am not...","Kid Friendly,Under 30 Minutes",0,0,0,0,0,0,0,0,0,0,1,0,0,1,american,http://www.skinnytaste.com/fried-oreos/,0
"Salmon Salad with Beets, Arugula, Pistachios and Pomegranates",https://www.skinnytaste.com/wp-content/uploads/2021/02/Salmon-Beet-and-Arugula-Salad-7-260x390.jpg,437.0,33.5,18.0,26.5,"This beautiful heart-healthy Salmon Salad with Beets, Arugula, Pistachios and Pomegranates makes salmon the focal point in this colorful salad. Salmon Salad with Beets This main dish salad is...",Under 30 Minutes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,mediterranean,http://www.skinnytaste.com/salmon-salad-beets-arugula-pistachios-and-pomegranates/,0
Beef Negimaki Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2021/03/Beef-Negimaki-Stir-Fry-5-260x390.jpg,251.0,28.5,14.0,7.5,Beef Negimaki Stir Fry deconstructs beef negimaki (Japanese meat sushi) and serves it with green beans to make it a stir fry main dish. Beef Negimaki Stir Fry This...,"Dairy Free,Gluten Free,Kid Friendly,Under 30 Minutes",0,0,0,0,0,0,1,0,0,0,1,0,1,1,asian,http://www.skinnytaste.com/beef-negimaki-stir-fry/,0
Greek Yogurt Caesar Salad Dressing,https://www.skinnytaste.com/wp-content/uploads/2012/08/Skinny-Caesar-Dressing-7-copy-260x390.jpg,91.0,6.0,2.5,6.5,"Easy Caesar Salad Dressing using the core ingredients which make up the classic: lemon + parmesan + anchovies, lightened up with Greek yogurt. Healthy Caesar Salad Dressing You can...","Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes",0,0,1,0,1,0,1,0,0,0,1,0,0,0,mediterranean,http://www.skinnytaste.com/greek-yogurt-caesar-salad-dressing/,0
Sheet Pan Teriyaki Salmon and Vegetables,https://www.skinnytaste.com/wp-content/uploads/2016/12/Sheet-Pan-Teriyaki-Salmon-1-6-260x390.jpg,326.0,27.0,17.0,17.0,"This easy, delicious Sheet Pan Teriyaki Salmon and Vegetables (I seriously devoured this, it was THAT good) is made all on one sheet pan and ready in 20 minutes!...","Dairy Free,Gluten Free,Kid Friendly,Under 30 Minutes",0,0,0,0,0,0,1,0,0,0,1,0,1,1,asian,http://www.skinnytaste.com/teriyaki-salmon-and-veggies/,0
Cheesy Eggplant Gnocchi Caprese,https://www.skinnytaste.com/wp-content/uploads/2021/02/Cheesy-Eggplant-Caprese-Skillet-5-260x390.jpg,436.0,15.0,66.0,11.0,"Cheesy Eggplant Gnocchi Caprese is made with diced eggplant simmered in a garlicky tomato sauce with gnocchi, spinach, melted bites of fresh mozzarella and fresh basil. So good! Eggplant...","Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,0,1,italian,http://www.skinnytaste.com/cheesy-eggplant-gnocchi-caprese/,0
Buffalo Chickpea Salad,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chickpea-Salad-4-260x390.jpg,182.0,8.5,27.0,5.0,"Buffalo Chickpea Salad is a spicy chickpea salad with all the flavors of buffalo wings, only meatless, perfect for lunch! Buffalo Chickpea Salad This spicy Chickpea Salad is made...","Gluten Free,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,1,1,0,0,0,1,0,0,0,american,http://www.skinnytaste.com/buffalo-chickpea-salad/,0
One-Pot Spaghetti Puttanesca,https://www.skinnytaste.com/wp-content/uploads/2021/02/One-Pot-Puttanesca-7-260x390.jpg,293.0,9.0,48.0,7.0,"One-Pot Spaghetti Puttanesca is full of big, bold flavors from the anchovies, Kalamata olives, and capers – the trifecta for a winning puttanesca. One-Pot Spaghetti Puttanesca This One-Pot Spaghetti...","Dairy Free,Kid Friendly,Under 30 Minutes",0,0,0,0,0,0,0,0,0,0,1,0,1,1,italian,http://www.skinnytaste.com/one-pot-spaghetti-puttanesca/,0
Cottage Cheese Egg and Sausage Frittata,https://www.skinnytaste.com/wp-content/uploads/2021/02/Egg-Cottage-Cheese-Sausage-Frittata-7-260x390.jpg,233.0,21.5,2.0,15.0,"This protein-packed Cottage Cheese Egg Bake with spinach and chicken sausage is filling and delicious. Enjoy for breakfast, lunch, or dinner with a salad and some crusty bread. Cottage...","Gluten Free,Low Carb,Meal Prep Recipes",0,0,0,0,1,1,1,0,0,0,0,0,0,0,mediterranean,http://www.skinnytaste.com/cottage-cheese-egg-and-sausage-frittata/,0
Peanut-Braised Chicken Breasts,https://www.skinnytaste.com/wp-content/uploads/2021/02/Peanut-Braised-Chicken-Breasts-4-1-260x390.jpg,365.0,45.0,14.0,15.0,"Peanut-Braised Chicken Breasts cook in an Asian-inspired gingery, slightly spicy peanut sauce served with a limey cabbage carrot salad. Peanut-Braised Chicken Breasts I am constantly looking for ways to...","Dairy Free,Gluten Free,Meal Prep Recipes",0,0,0,0,0,1,1,0,0,0,0,0,1,0,asian,http://www.skinnytaste.com/peanut-braised-chicken-breasts/,0
Instant Pot Braised Beef,https://www.skinnytaste.com/wp-content/uploads/2021/02/Instant-Pot-Braised-Beef-6-260x390.jpg,255.0,36.0,5.5,10.0,Instant Pot Braised Beef cooked with fragrant spices cooks in a fraction of the time in the pressure cooker. Perfect for everything from rice bowls and tacos to enchiladas...,"Dairy Free,Freezer Meals,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Paleo,Pressure Cooker Recipes",1,1,1,0,1,0,1,1,0,0,0,0,1,1,american,http://www.skinnytaste.com/instant-pot-braised-beef-short-ribs/,0
Baked Sweet Potato Egg Cups,https://www.skinnytaste.com/wp-content/uploads/2021/02/Baked-Sweet-Potato-Egg-Cups-7-260x390.jpg,132.0,8.0,10.0,6.5,"Baked Sweet Potato and Egg Cups are a delicious and nutritious breakfast made with grated sweet potatoes, eggs and spices baked in a muffin tin. Baked Sweet Potato Egg...","Gluten Free,Meal Prep Recipes,Vegetarian Meals",0,0,0,1,0,1,1,0,0,0,0,0,0,0,american,http://www.skinnytaste.com/baked-sweet-potato-egg-cups/,0
Air Fryer Buffalo Chicken Zucchini Skins,https://www.skinnytaste.com/wp-content/uploads/2021/02/Buffalo-Chicken-Zucchini-Skins-7-260x390.jpg,80.0,9.5,3.5,3.0,You won’t miss the carbs in these low-carb zucchini skins loaded with buffalo chicken and cheese made in the air fryer! Air Fryer Buffalo Chicken Zucchini Skins These are...,"Air Fryer,Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes",0,0,1,0,1,0,1,0,0,1,1,0,0,0,american,http://www.skinnytaste.com/air-fryer-buffalo-chicken-zucchini-skins/,0
Orange Moscow Mule Mocktail,https://www.skinnytaste.com/wp-content/uploads/2021/01/Virgin-Orange-Moscow-Mules-7-260x390.jpg,104.0,1.0,27.0,,"This Orange Moscow Mule Mocktail is delicious, perfect if you want a grown up adult cocktail without the alcohol. Orange Moscow Mule Mocktail A Moscow mule is a cocktail...","Dairy Free,Gluten Free,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,1,0,american,http://www.skinnytaste.com/orange-moscow-mule-mocktail/,0
Shrimp Dumpling Lettuce Wraps or Rice Bowls,https://www.skinnytaste.com/wp-content/uploads/2021/02/Shrimp-Dumpling-Wraps-2-Ways_-7-260x390.jpg,201.0,25.5,9.5,6.5,This Shrimp Dumpling Lettuce Wraps or Rice Bowls recipe takes the shrimp dumpling filling and adds it into lettuce wraps or rice bowls – so good either way! Shrimp...,"Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Under 30 Minutes",0,0,1,0,1,0,1,0,0,0,1,0,1,1,asian,http://www.skinnytaste.com/shrimp-dumpling-lettuce-wraps-or-rice/,0
Savory Cottage Cheese Bowl,https://www.skinnytaste.com/wp-content/uploads/2021/02/Savory-Cottage-Cheese-Bowl-4-260x390.jpg,221.0,25.0,19.0,8.0,This Savory Cottage Cheese Bowl topped with veggies and pistachios is a protein-packed breakfast that will keep you full all morning. Savory Cottage Cheese Bowl I love cottage cheese...,"Gluten Free,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,1,1,0,0,0,1,0,0,0,mediterranean,http://www.skinnytaste.com/savory-cottage-cheese-bowl-spicy-roasted-chickpeas/,0
Zero-Proof Jalapeño Paloma,https://www.skinnytaste.com/wp-content/uploads/2021/01/Zero-Proof-Palomas-3-260x390.jpg,66.0,0.5,17.0,,This Zero-Proof Jalapeño Paloma is the perfect grapefruit mocktail if you’re cutting back on alcohol or doing a dry challenge but want to have an adult beverage. Zero-Proof Jalapeño...,"Dairy Free,Gluten Free,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,1,0,american,http://www.skinnytaste.com/zero-proof-jalapeno-paloma/,0
"Baby Greens with Goat Cheese, Beets and Candied Pecans",https://www.skinnytaste.com/wp-content/uploads/2012/11/Baby-Greens-with-Goats-Cheese-Beets-and-Candied-Pecans-6-260x390.jpg,267.0,7.0,19.0,19.5,"Beets and creamy goat cheese salad with crunchy, sweet pecans with a honey balsamic vinaigrette is like a symphony in your mouth. Beets and Goat Cheese Salad I know...","Gluten Free,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,0,0,mediterranean,http://www.skinnytaste.com/baby-greens-goat-cheese-beets-candied-pecans/,0
Instant Pot Baked Ziti,https://www.skinnytaste.com/wp-content/uploads/2021/01/Instant-Pot-Baked-Ziti_-9-260x390.jpg,452.0,24.0,64.0,12.5,"Instant Pot Baked Ziti is an easy one pot meal made with whole wheat pasta, spinach and cheese. The perfect meatless main dish for the family on busy weeknights!...","Kid Friendly,Pressure Cooker Recipes,Under 30 Minutes,Vegetarian Meals",0,1,0,1,0,0,0,0,0,0,1,0,0,1,italian,http://www.skinnytaste.com/instant-pot-baked-ziti/,0
Shrimp and Andouille Sheet Pan Dinner,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-Andouille-Sheet-Pan-Roast-13-260x390.jpg,374.0,38.0,18.0,18.0,"Shrimp and Andouille Sheet Pan Dinner with broccoli, mushrooms, bell pepper, onion, and celery seasoned with Cajun spices for a light and easy sheet pan meal. Shrimp and Andouille...","Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb",0,0,1,0,1,0,1,0,0,0,0,0,1,1,american,http://www.skinnytaste.com/shrimp-and-andouille-sheet-pan-dinner/,0
High Protein Bread (Oat Sandwich Rolls),https://www.skinnytaste.com/wp-content/uploads/2021/01/High-Protein-Oat-Rolls-11-260x390.jpg,135.5,10.5,18.0,3.0,High Protein Sandwich Bread (Oat Sandwich Rolls) made with oat flour and cottage cheese are high in fiber and easy to make with just five ingredients! High Protein Bread...,"Air Fryer,Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,1,1,0,0,1,american,http://www.skinnytaste.com/high-protein-bread-oat-sandwich-rolls/,0
Harissa Chicken Meatballs,https://www.skinnytaste.com/wp-content/uploads/2021/01/Harissa-Chicken-Meatballs-8-260x390.jpg,290.0,22.0,12.5,20.5,"These juicy, Harissa Chicken Meatballs are a fun twist on traditional meatballs. They’re also low- carb, grain-free, and gluten-free made with cauliflower rice instead of breadcrumbs. Harissa Chicken Meatballs...","Dairy Free,Freezer Meals,Gluten Free,Keto Recipes,Low Carb,Whole 30 Recipes",1,0,1,0,1,0,1,0,0,0,0,1,1,0,mediterranean,http://www.skinnytaste.com/harissa-chicken-meatballs/,0
House Special Fried Rice,https://www.skinnytaste.com/wp-content/uploads/2021/01/House-Special-Fried-Rice-6-260x390.jpg,432.0,35.0,40.5,14.0,"House Special Fried Rice is the BEST fried rice recipe!! The perfect one-pot dish– made with a combo of frozen brown rice and cauliflower rice and loaded with chicken,...","Dairy Free,Kid Friendly",0,0,0,0,0,0,0,0,0,0,0,0,1,1,asian,http://www.skinnytaste.com/house-special-fried-rice/,0
Quick Shrimp Pho with Vegetables,https://www.skinnytaste.com/wp-content/uploads/2021/01/Shrimp-and-Vegetable-Pho-4-260x390.jpg,233.0,30.5,19.5,2.5,"This quick Shrimp Pho with Vegetables (Vietnamese-inspired Noodle Soup) makes smart use of scraps, so you can make a shortcut stock that tastes like it spent all day simmering...","Dairy Free,Gluten Free,Kid Friendly,Under 30 Minutes",0,0,0,0,0,0,1,0,0,0,1,0,1,1,asian,http://www.skinnytaste.com/quick-shrimp-pho-with-vegetables/,0
Air Fryer Nacho Fries,https://www.skinnytaste.com/wp-content/uploads/2020/08/Air-Fryer-Nacho-Fries-9-260x390.jpg,146.0,5.0,31.5,1.0,"Air Fryer Nacho Fries seasoned with chili powder, paprika, garlic powder, salt, and Parmesan cheese are cooked to crispy perfection in the air fryer. Air Fryer Nacho Fries Whenever...","Air Fryer,Gluten Free,Kid Friendly,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,1,1,0,0,1,american,http://www.skinnytaste.com/air-fryer-nacho-fries/,0
Carne en Bistec – Colombian Steak with Onions and Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2011/04/Skinnytaste-50-260x390.jpg,188.0,25.2,3.0,7.2,"Beef lovers, you’ll love this quick Colombian Carne en Bistec steak dish cooked with onions, tomatoes and cumin. The onions and tomatoes create a flavorful sauce which is wonderful...","Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Paleo,Under 30 Minutes,Whole 30 Recipes",0,0,1,0,1,0,1,1,0,0,1,1,1,1,american,http://www.skinnytaste.com/carne-en-bistec-colombian-steak/,0
Salmon Coconut Curry with Spinach and Chickpeas,https://www.skinnytaste.com/wp-content/uploads/2021/01/Salmon-Coconut-Curry_-7-260x390.jpg,453.0,41.0,23.5,20.0,Salmon Coconut Curry with Spinach and Chickpeas is an easy one-pot meal that cooks in under 30 minutes! Salmon Coconut Curry with Chickpeas Seared salmon skin adds an extra...,"Dairy Free,Gluten Free,Under 30 Minutes",0,0,0,0,0,0,1,0,0,0,1,0,1,0,indian,http://www.skinnytaste.com/salmon-coconut-curry-with-spinach-and-chickpeas/,0
Spinach Stuffed Chicken Breasts with Tomato and Feta,https://www.skinnytaste.com/wp-content/uploads/2021/01/Spinach-Tomato-and-Feta-Stuffed-Chicken-Breast-9-260x390.jpg,407.0,44.5,7.0,22.0,These Baked Spinach Stuffed Chicken Breasts with Sun-Dried Tomatoes and Feta Cheese are high in protein and low in carbs – a filling meal in one! Spinach Tomato Feta...,"Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes",0,0,1,0,1,0,1,0,0,0,1,0,0,0,mediterranean,http://www.skinnytaste.com/spinach-stuffed-chicken-breasts-with/,0
3-Ingredient Baked Bananas,https://www.skinnytaste.com/wp-content/uploads/2009/10/Baked-Bananas-7-260x390.jpg,137.0,1.5,35.5,0.5,"Baked Bananas are the perfect, healthy dessert. They taste decadent, like bananas foster without all the butter and extra calories. Baked Bananas I love the simplicity of this Baked Bananas...","Dairy Free,Gluten Free,Kid Friendly,Paleo,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,1,0,0,1,0,1,1,dessert,http://www.skinnytaste.com/3-ingredient-baked-bananas/,0
Breakfast Egg Rolls,https://www.skinnytaste.com/wp-content/uploads/2021/01/Breakfast-Egg-Roll-5-260x390.jpg,240.0,17.5,24.5,8.0,"These Breakfast Egg Rolls, loaded with eggs, sausage, and veggies cooked in the oven or air fryer, are a fun twist on an egg sandwich. Perfect for making ahead...","Air Fryer,Dairy Free,Freezer Meals,Kid Friendly,Meal Prep Recipes,Under 30 Minutes",1,0,0,0,0,1,0,0,0,1,1,0,1,1,asian,http://www.skinnytaste.com/breakfast-egg-rolls/,0
Drunken Shrimp,https://www.skinnytaste.com/wp-content/uploads/2009/04/Drunken-Shrimp-7-260x390.jpg,175.0,22.5,2.0,10.0,"Drunken shrimp just got a makeover. Not sure if you can call this drunken since I significantly cut down the wine, but the shrimp aren’t 100% sober either. Drunken...","Gluten Free,Low Carb,Under 30 Minutes",0,0,0,0,1,0,1,0,0,0,1,0,0,0,asian,http://www.skinnytaste.com/drunken-shrimp-lettuce-cups/,0
Virgin Bloody Mary,https://www.skinnytaste.com/wp-content/uploads/2020/12/Virgin-Bloody-Mary-7-260x390.jpg,33.0,1.0,7.0,0.5,"Craving a Bloody Mary but doing a dry challenge? Make this Virgin Bloody Mary, also known as the Virgin Mary, and you won’t miss the vodka! Virgin Bloody Mary...","Dairy Free,Gluten Free,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,1,0,american,http://www.skinnytaste.com/spicy-virgin-bloody-mary/,0
Sauteed Collard Greens with Bacon,https://www.skinnytaste.com/wp-content/uploads/2011/01/Collard-Greens-and-Bacon-9-260x390.jpg,73.0,3.0,7.0,4.5,"Thinly sliced collard greens sautéed with bacon, garlic, and olive oil is the perfect side dish for New Year’s Day. Sauteed Collard Greens with Bacon It’s tradition to eat...","Dairy Free,Gluten Free,Keto Recipes,Low Carb,Under 30 Minutes",0,0,1,0,1,0,1,0,0,0,1,0,1,0,american,http://www.skinnytaste.com/sauteed-collard-greens-with-bacon/,0
Fudgy Flourless Crinkle Brownie Cookies with Sea Salt,https://www.skinnytaste.com/wp-content/uploads/2020/12/Fudgy-Flourless-Chocolate-Crinkle-Cookies-6-260x390.jpg,207.0,6.0,30.0,12.0,"These flourless Brownie Crinkle Cookies are rich and fudgy like a brownie but shaped like a cookie. Made lighter, grain-free and gluten-free with almond meal and they have no...","Dairy Free,Gluten Free,Kid Friendly",0,0,0,0,0,0,1,0,0,0,0,0,1,1,dessert,http://www.skinnytaste.com/fudgy-flourless-crinkle-brownie-cookies/,0
Sheet Pan Shrimp Oreganata,https://www.skinnytaste.com/wp-content/uploads/2020/12/Sheet-Pan-Shrimp-Oreganata-9-260x390.jpg,333.0,47.5,6.0,11.5,Sheet Pan Shrimp Oreganata is made with jumbo shrimp topped with a light breadcrumb and pecorino mixture baked on a sheet pan for a quick and easy dinner. Sheet...,"Dairy Free,Low Carb,Under 30 Minutes",0,0,0,0,1,0,0,0,0,0,1,0,1,0,italian,http://www.skinnytaste.com/sheet-pan-shrimp-oreganata/,0
"Roasted Delicata Squash with Burrata, Pomegranate and Pistachios",https://www.skinnytaste.com/wp-content/uploads/2020/12/Roasted-Delicata-Squash-7-260x390.jpg,165.0,5.0,14.0,11.0,"Roasted Delicata Squash with Burrata, Pomegranate and Pistachios has minimal ingredients and just one sheet pan for prep, perfect for your Holiday table or as an easy weeknight side...","Gluten Free,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,0,1,0,0,0,1,0,0,0,mediterranean,http://www.skinnytaste.com/roasted-delicata-squash-with-burrata/,0
Frenched Rack Of Lamb,https://www.skinnytaste.com/wp-content/uploads/2020/12/Frenched-Rack-of-Lamb-1-2-260x390.jpg,335.0,46.7,0.5,16.0,"Tender oven-roasted rack of lamb, seasoned with rosemary, fresh lemon juice, and garlic, is perfect for entertaining and so easy to make! Frenched Rack of Lamb I make lamb...","Dairy Free,Gluten Free,Keto Recipes,Kid Friendly,Low Carb,Paleo,Whole 30 Recipes",0,0,1,0,1,0,1,1,0,0,0,1,1,1,french,http://www.skinnytaste.com/frenched-rack-of-lamb/,0
Pizzelle Cookies,https://www.skinnytaste.com/wp-content/uploads/2020/12/Pizzelle-Cookies-6-2-260x390.jpg,91.0,2.0,14.5,3.0,"Italian Pizzelle Cookies are light and crisp, made lighter with less butter and sugar for a tasty holiday treat. Also works great with gluten-free flour! Pizzelle Cookies My mom...","Gluten Free,Kid Friendly,Under 30 Minutes",0,0,0,0,0,0,1,0,0,0,1,0,0,1,italian,http://www.skinnytaste.com/homemade-pizzelle-cookies/,0
Caramelized Onion Empanadas (Chilean pequenes),https://www.skinnytaste.com/wp-content/uploads/2020/12/Caramelized-Onion-Empanadas-9-260x390.jpg,218.0,5.0,29.0,9.5,"Chilean empanadas, also known as pequenes, are stuffed with caramelized onions and seasoned with Latin spices. They make the perfect holiday appetizer. Caramelized Onion Empanadas You guys know how...","Freezer Meals,Vegetarian Meals",1,0,0,1,0,0,0,0,0,0,0,0,0,0,american,http://www.skinnytaste.com/caramelized-onion-empanadas-chilean/,0
Yogurt Sheet Pan Pancakes with Mixed Berries,https://www.skinnytaste.com/wp-content/uploads/2020/12/Yogurt-Sheet-Pan-Pancakes-8-260x390.jpg,211.0,8.0,32.0,4.5,Yogurt Sheet Pan Pancakes with Mixed Berries are an easy breakfast or brunch for the holiday season or any time of the year. Set out all the toppings and...,"Kid Friendly,Meal Prep Recipes,Under 30 Minutes,Vegetarian Meals",0,0,0,1,0,1,0,0,0,0,1,0,0,1,american,http://www.skinnytaste.com/yogurt-sheet-pan-pancakes-with-mixed/#tasty-recipes,0
Angel Hair with Shrimp and Asparagus,https://www.skinnytaste.com/wp-content/uploads/2020/12/Angel-Hair-with-Shrimp-and-Asparagus-6-260x390.jpg,378.0,32.0,52.1,6.8,Angel Hair with Shrimp and Asparagus is a quick and easy pasta dish made with fresh tomatoes and asparagus in a light tomato broth. Angel Hair with Shrimp and...,Kid Friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,mediterranean,http://www.skinnytaste.com/angel-hair-with-shrimp-and-asparagus/,0
Lemon Cranberry Scones,https://www.skinnytaste.com/wp-content/uploads/2011/03/Lemon-Cranberry-Scones-12-260x390.jpg,193.0,4.3,34.0,4.7,These Lemon Cranberry Scones studded with dried cranberries are topped with a lemon glaze; a perfect Sunday morning treat. Lemon Cranberry Scones Freshly baked scones and a hot cup...,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dessert,http://www.skinnytaste.com/lemon-cranberry-scones/,0
